Website URL,Image URL
https://www.zomato.com/bangalore/calcutta-cafe-kumaraswamy-layout-bangalore,"https://b.zmtcdn.com/data/pictures/2/18733232/841321c205c5d65411997f80ffb9c5a2_featured_v2.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/old-mumbai-ice-cream-banashankari-bangalore,"https://b.zmtcdn.com/data/pictures/chains/5/18664245/96e7df0bac1cfeec02222b007b287561.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/donne-biriyani-house-banashankari,"https://b.zmtcdn.com/data/pictures/chains/6/60846/ac4297fe6a20b4a54a86ded06581f3d8.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/by-2-coffee-1-basavanagudi,"https://b.zmtcdn.com/data/pictures/5/57785/1301e288af42719a2bddb2105b3cbbd7.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/kedias-fun-food-jayanagar,"https://b.zmtcdn.com/data/pictures/chains/0/54110/95c1f6e4a338d0a524eb23e555071891.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/davangere-butter-dosa-hotel-kumaraswamy-layout-bangalore,"https://b.zmtcdn.com/data/pictures/chains/9/18742119/edad6f589d4b033f842c1a55f93a4d10.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/just-shawarma-kumaraswamy-layout,"https://b.zmtcdn.com/data/pictures/chains/1/58141/7c6a360a290598ebe53907e0f130390c.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/mini-punjabi-dhaba-banashankari,"https://b.zmtcdn.com/data/pictures/chains/4/58644/106762a0bf48fa947257576f8e9f3e2b.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/mulabagilu-dosa-basavanagudi-bangalore,"https://b.zmtcdn.com/data/pictures/1/18729061/9d9fb31b2dd0def8304e6bbff4b7cac2.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/gokul-veg-basavanagudi,"https://b.zmtcdn.com/data/pictures/chains/5/53045/b729987c3e0aa7f3062d714f0d7a2873.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/olive-era-kumaraswamy-layout-bangalore,"https://b.zmtcdn.com/data/reviews_photos/3bb/aed2b305f5234ccace7ffa0b41f503bb_1538041268.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/udupi-ruchi-banashankari-bangalore,"https://b.zmtcdn.com/data/pictures/chains/1/18455581/5f1aee045d8320fecf66379e71658167.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/madhappa-hindu-military-hotel-banashankari,"https://b.zmtcdn.com/data/pictures/2/18375462/31925247a0141db017dbfa5d780c3cb5.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/gama-gama-banashankari,"https://b.zmtcdn.com/data/pictures/4/18523594/e672a021a2a6ab8a9c8c8c9d99aa5c2c.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/pizza-hut-banashankari,"https://b.zmtcdn.com/data/pictures/chains/8/51418/52a3b0fd51941d2fc936dbae5a202559.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/asha-sweets-centre-basavanagudi,"https://b.zmtcdn.com/data/pictures/chains/0/56290/026ce2297a18d4697a047092e3329c3e_featured_v2.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/twiststick-house-basavanagudi-bangalore,"https://b.zmtcdn.com/data/pictures/chains/6/18728976/c78e340ffeceb0849e23d19557293e80.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/cool-corner-basavanagudi,"https://b.zmtcdn.com/data/pictures/2/58592/342cdb375ac6025b29c017aedbcb5f7b.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/pizza-mane-1-banashankari-bangalore,"https://b.zmtcdn.com/data/pictures/0/18785640/9dcc6976722201af1c5271bbb520f184_featured_v2.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/dal-tadkaa-banashankari,"https://b.zmtcdn.com/data/pictures/chains/0/51490/d041e393c1e439fbabb86026cbb5bfbf.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
