restaurant_id,url
15100,https://www.zomato.com/bangalore/dosalicious-koramangala-6th-block-bangalore
15101,https://www.zomato.com/bangalore/bawarchi-biryani-koramangala-6th-block-bangalore
15102,https://www.zomato.com/bangalore/meghana-foods-koramangala-5th-block
15103,https://www.zomato.com/bangalore/terra-bites-koramangala-4th-block-bangalore
15104,https://www.zomato.com/bangalore/white-elefan-coffee-and-snack-bar-koramangala-6th-block-bangalore
15105,https://www.zomato.com/bangalore/the-tandoori-chai-1-hsr-bangalore
15106,https://www.zomato.com/bangalore/mangalas-tea-time-cafe-koramangala-1st-block-bangalore
15107,https://www.zomato.com/bangalore/tea-trails-hsr-bangalore
15108,https://www.zomato.com/bangalore/grand-gowdru-hotel-koramangala-6th-block
15109,https://www.zomato.com/bangalore/high-n-hungry-btm
15110,https://www.zomato.com/bangalore/caffe-pascucci-hsr
15111,https://www.zomato.com/bangalore/yummy-biryani-koramangala-7th-block
15112,https://www.zomato.com/bangalore/karachi-bakery-koramangala-5th-block-bangalore
15113,https://www.zomato.com/bangalore/bonum-cibum-hsr-bangalore
15114,https://www.zomato.com/bangalore/zero-mile-punjab-hsr
15115,https://www.zomato.com/bangalore/tandoor-merchant-btm
15116,https://www.zomato.com/bangalore/paratha-plaza-btm
15117,https://www.zomato.com/bangalore/sri-ganesh-fruit-juice-centre-koramangala-6th-block-bangalore
15118,https://www.zomato.com/bangalore/anikas-india-kitchen-hsr-bangalore
15119,https://www.zomato.com/bangalore/gulp-the-pulp-koramangala-4th-block-bangalore
15120,https://www.zomato.com/bangalore/golden-restaurant-hsr
15121,https://www.zomato.com/bangalore/parisar-veg-restaurant-bommanahalli
15122,https://www.zomato.com/bangalore/lassi-magic-hsr-bangalore
15123,https://www.zomato.com/bangalore/kwality-cakes-n-bakes-hsr
15124,https://www.zomato.com/bangalore/night-biryani-btm-bangalore
15125,https://www.zomato.com/bangalore/sree-krishna-kafe-koramangala-5th-block
15126,https://www.zomato.com/bangalore/shree-khana-khazana-hsr
15127,https://www.zomato.com/bangalore/tanu-dis-kitchen-koramangala-1st-block-bangalore
15128,https://www.zomato.com/bangalore/kaaram-koramangala-6th-block
15129,https://www.zomato.com/bangalore/joses-mess-btm
15130,https://www.zomato.com/bangalore/juice-99-btm
15131,https://www.zomato.com/bangalore/ammus-hot-n-cool-btm
15132,https://www.zomato.com/bangalore/cane-crussh-btm-bangalore
15133,https://www.zomato.com/bangalore/cakes-candles-koramangala-5th-block-bangalore
15134,https://www.zomato.com/bangalore/reddys-restaurant-1-hsr-bangalore
15135,https://www.zomato.com/bangalore/new-gongura-grand-hsr
15136,https://www.zomato.com/bangalore/kadal-da-meen-hsr-bangalore
15137,https://www.zomato.com/bangalore/andhra-bhojanam-btm-bangalore
15138,https://www.zomato.com/bangalore/smoothie-hub-1-btm-bangalore
15139,https://www.zomato.com/bangalore/99-variety-dosa-and-pav-bhaji-hsr-bangalore
15140,https://www.zomato.com/bangalore/popsies-koramangala-5th-block
15141,https://www.zomato.com/bangalore/just-bake-koramangala-5th-block
15142,https://www.zomato.com/bangalore/baskin-robbins-hsr
15143,https://www.zomato.com/bangalore/shree-saraswathi-sweets-centre-koramangala-1st-block
15144,https://www.zomato.com/bangalore/malabar-mandra-koramangala-1st-block
15145,https://www.zomato.com/bangalore/raj-rasoi-ejipura-bangalore
15146,https://www.zomato.com/bangalore/omg-biriyani-btm-bangalore
15147,https://www.zomato.com/bangalore/karama-restaurant-btm-bangalore
15148,https://www.zomato.com/bangalore/mayur-hosur-road-bangalore
15149,https://www.zomato.com/bangalore/begin-with-us-tea-time-cafe-koramangala-7th-block-bangalore
15150,https://www.zomato.com/bangalore/third-wave-coffee-roasters-hsr-bangalore
15151,https://www.zomato.com/bangalore/indulge-by-innerchef-koramangala-7th-block
15152,https://www.zomato.com/bangalore/chaska-bun-koramangala-5th-block
15153,https://www.zomato.com/bangalore/dreams-cafe-all-day-english-food-st-koramangala-1st-block
15154,https://www.zomato.com/bangalore/royal-calcutta-restaurant-hsr
15155,https://www.zomato.com/bangalore/asha-tiffins-hsr-bangalore
15156,https://www.zomato.com/manishsr
15157,https://www.zomato.com/bangalore/pingara-koramangala-1st-block
15158,https://www.zomato.com/bangalore/lassi-plaza-hsr-bangalore
15159,https://www.zomato.com/bangalore/kor-cafe-koramangala-1st-block
15160,https://www.zomato.com/bangalore/hotel-vkm-btm-bangalore
15161,https://www.zomato.com/bangalore/samosa-express-btm-bangalore
15162,https://www.zomato.com/bangalore/lord-of-combos-hsr-bangalore
15163,https://www.zomato.com/bangalore/hyderabad-biryaani-house-koramangala-5th-block
15164,https://www.zomato.com/bangalore/gyani-da-punjabi-dhaba-btm
15165,https://www.zomato.com/bangalore/north-indian-tadka-ejipura
15166,https://www.zomato.com/bangalore/refills-eatery-and-beverages-btm-bangalore
15167,https://www.zomato.com/bangalore/king-punjabi-restaurant-btm
15168,https://www.zomato.com/bangalore/oregano-pizzeria-koramangala-4th-block
15169,https://www.zomato.com/bangalore/ooty-chocolates-koramangala-4th-block
15170,https://www.zomato.com/bangalore/hotel-godavari-btm
15171,https://www.zomato.com/bangalore/tharavadu-hsr-bangalore
15172,https://www.zomato.com/bangalore/onesta-koramangala-4th-block
15173,https://www.zomato.com/bangalore/havmor-jayanagar-bangalore
15174,https://www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore
15175,https://www.zomato.com/bangalore/noodle-panda-koramangala-5th-block-bangalore
15176,https://www.zomato.com/bangalore/biryani-palace-hsr
15177,https://www.zomato.com/bangalore/thottathil-restaurant-btm
15178,https://www.zomato.com/bangalore/bhojohori-manna-koramangala-6th-block
15179,https://www.zomato.com/bangalore/kulfisthan-hsr-bangalore
15180,https://www.zomato.com/bangalore/szechuan-dragon-hsr-bangalore
15181,https://www.zomato.com/bangalore/ubq-by-barbeque-nation-koramangala-1st-block-bangalore
15182,https://www.zomato.com/bangalore/aubree-le-chocolatier-koramangala-6th-block-bangalore
15183,https://www.zomato.com/bangalore/mealer-in-koramangala-4th-block-bangalore
15184,https://www.zomato.com/bangalore/juice-junction-food-court-koramangala-6th-block
15185,https://www.zomato.com/bangalore/new-mangalore-lunch-home-koramangala-1st-block-bangalore
