restaurant_id,url
16300,https://www.zomato.com/bangalore/moriz-restaurant-electronic-city
16301,https://www.zomato.com/bangalore/desi-dhaba-electronic-city
16302,https://www.zomato.com/bangalore/amaravathi-mess-electronic-city
16303,https://www.zomato.com/bangalore/fish-chain-electronic-city-bangalore
16304,https://www.zomato.com/bangalore/burger-king-electronic-city
16305,https://www.zomato.com/bangalore/polar-bear-electronic-city-bangalore
16306,https://www.zomato.com/bangalore/godavari-delights-1-electronic-city
16307,https://www.zomato.com/bangalore/dine-garden-family-restaurant-3-electronic-city-bangalore
16308,https://www.zomato.com/bangalore/insomniacs-delight-electronic-city
16309,https://www.zomato.com/bangalore/maa-reddys-hyderabadi-biryani-house-electronic-city
16310,https://www.zomato.com/bangalore/lassi-corner-1-electronic-city
16311,https://www.zomato.com/bangalore/paradise-electronic-city
16312,https://www.zomato.com/bangalore/biryani-darbar-electronic-city-bangalore
16313,https://www.zomato.com/bangalore/sri-pillaiyar-bhavan-electronic-city
16314,https://www.zomato.com/bangalore/parathe-wali-gali-1-electronic-city
16315,https://www.zomato.com/bangalore/faasos-hosur-road
16316,https://www.zomato.com/bangalore/king-electronic-city
16317,https://www.zomato.com/bangalore/behrouz-biryani-electronic-city
16318,https://www.zomato.com/bangalore/subway-electronic-city-bangalore
16319,https://www.zomato.com/bangalore/new-udupi-palace-1-electronic-city-bangalore
16320,https://www.zomato.com/bangalore/hyderabadi-spice-2-electronic-city
16321,https://www.zomato.com/bangalore/kfc-electronic-city
16322,https://www.zomato.com/bangalore/pallavi-restaurant-electronic-city
16323,https://www.zomato.com/bangalore/foodies-family-restaurant-electronic-city-bangalore
16324,https://www.zomato.com/bangalore/kolkata-kitchen-electronic-city
16325,https://www.zomato.com/bangalore/4foodiez-electronic-city
16326,https://www.zomato.com/bangalore/salted-chilli-electronic-city-bangalore
16327,https://www.zomato.com/bangalore/curries-pickles-electronic-city
16328,https://www.zomato.com/bangalore/thalassery-restaurant-1-electronic-city
16329,https://www.zomato.com/bangalore/mdp-coffee-house-electronic-city-bangalore
16330,https://www.zomato.com/bangalore/hot-attack-electronic-city
16331,https://www.zomato.com/bangalore/china-garden-electronic-city-bangalore
16332,https://www.zomato.com/bangalore/kaaram-electronic-city
16333,https://www.zomato.com/bangalore/hyderabad-magic-electronic-city
16334,https://www.zomato.com/bangalore/sri-manjunatha-foods-electronic-city-bangalore
16335,https://www.zomato.com/bangalore/hyderabadi-biryaani-hub-electronic-city-bangalore
16336,https://www.zomato.com/bangalore/ruposhi-bangla-electronic-city
16337,https://www.zomato.com/bangalore/foodies-express-electronic-city
